"","coef","se","pval","country","formula","capital","dgvm","iso3"
"temp81",-0.104385045821291,0.00974063712118452,2.9148240059673e-17,"BF","lin","nN","lpj","BFA"
"temp82",-0.0375889209042933,0.0121016219557667,0.00534725153874915,"BF","lin","mN","orc","BFA"
"temp83",-0.0181509866683074,0.0139549763862336,0.20746017176847,"BF","lin","nN","orc","BFA"
"temp84",0.000687667839200011,0.00611164757064879,0.910854742649278,"BF","lin","mN","car","BFA"
"temp85",0.0197811531071858,0.0156828838335751,0.212932231083819,"BF","lin","nN","car","BFA"
"temp86",-0.0910962435295977,0.00770167560723893,3.95058440669953e-24,"BF","lin","mN","all","BFA"
"temp87",-0.0867830339016866,0.00894639724007968,4.31062774848929e-18,"BF","lin","nN","all","BFA"
"I(temp^2)88",-0.0199552456033712,0.00237183390134738,1.05670226802299e-12,"BG","sq","mN","lpj","BGR"
"I(temp^2)89",-0.0231383542010505,0.0027503098544889,1.0587618948455e-12,"BG","sq","nN","lpj","BGR"
"I(temp^2)90",0.00529144111177123,0.00279747892731793,0.0724306536053037,"BG","sq","mN","orc","BGR"
"I(temp^2)91",0.00574561772918722,0.00303537767445363,0.0722380165658416,"BG","sq","nN","orc","BGR"
"I(temp^2)92",-0.0530938992055572,0.00869603890622655,1.40122580830043e-07,"BG","sq","mN","car","BGR"
"I(temp^2)93",-0.0580981057018583,0.0084974575361768,9.84382034552355e-09,"BG","sq","nN","car","BGR"
"I(temp^2)94",-0.0247748519338405,0.00259425487646193,1.12420279642169e-17,"BG","sq","mN","all","BGR"
"I(temp^2)95",-0.0279373787520838,0.00301354735407033,6.58385991312513e-17,"BG","sq","nN","all","BGR"
"log(temp + 1)88",-0.175553747707318,0.0370192241994794,8.80227335367348e-06,"BG","log","mN","lpj","BGR"
"log(temp + 1)89",-0.199726776759478,0.0430876210470848,1.32823266095667e-05,"BG","log","nN","lpj","BGR"
"log(temp + 1)90",0.0356362825845003,0.0138952188199078,0.0180585260151486,"BG","log","mN","orc","BGR"
"log(temp + 1)91",0.0375472537081729,0.0150443017924141,0.0209685513320822,"BG","log","nN","orc","BGR"
"log(temp + 1)92",-0.245902919222608,0.0664412580794373,0.000527176335111039,"BG","log","mN","car","BGR"
"log(temp + 1)93",-0.229303228510089,0.0699070618173349,0.00187450350527044,"BG","log","nN","car","BGR"
"log(temp + 1)94",-0.201122784952723,0.032808609479676,5.61104774897833e-09,"BG","log","mN","all","BGR"
"log(temp + 1)95",-0.206729849750352,0.0371511755626085,9.64907609160133e-08,"BG","log","nN","all","BGR"
"temp88",-0.0822503239727077,0.011988758067389,1.19385818402163e-09,"BG","lin","mN","lpj","BGR"
"temp89",-0.0943539611121898,0.0139612054435296,1.88005045266112e-09,"BG","lin","nN","lpj","BGR"
"temp90",0.0168742586778761,0.00693127242269842,0.0239202041450523,"BG","lin","mN","orc","BGR"
"temp91",0.0180509104694396,0.0075071802305407,0.0255037391114568,"BG","lin","nN","orc","BGR"
"temp92",-0.132758853546801,0.028409159190911,2.20338406878571e-05,"BG","lin","mN","car","BGR"
"temp93",-0.135571339920955,0.0292883130811027,2.56117301151945e-05,"BG","lin","nN","car","BGR"
"temp94",-0.0974761438325095,0.0117391863811217,2.59691589600785e-14,"BG","lin","mN","all","BGR"
"temp95",-0.105333224374803,0.0134778035989053,4.79520789499639e-13,"BG","lin","nN","all","BGR"
"I(temp^2)96",0.00137868761903504,0.00291438814800895,0.637425480366849,"BI","sq","mN","lpj","BDI"
"I(temp^2)97",0.0020710414140031,0.00297673955632033,0.488557884972332,"BI","sq","nN","lpj","BDI"
"I(temp^2)98",0.0365019640102262,0.0146176017573693,0.020907744229673,"BI","sq","mN","orc","BDI"
"I(temp^2)99",0.0331287733797744,0.0141049030979702,0.0287041955769987,"BI","sq","nN","orc","BDI"
"I(temp^2)100",2.81230230545315e-06,0.00137986450312992,0.998381783753654,"BI","sq","mN","car","BDI"
"I(temp^2)101",0.000869410046792436,0.00148287457208475,0.560259750039086,"BI","sq","nN","car","BDI"
"I(temp^2)102",0.00122022858493372,0.00236527576380228,0.606576810853228,"BI","sq","mN","all","BDI"
"I(temp^2)103",0.00155876778758882,0.0021790800822986,0.475351204655144,"BI","sq","nN","all","BDI"
"log(temp + 1)96",0.0252003020007367,0.0377407882502755,0.506186912080115,"BI","log","mN","lpj","BDI"
"log(temp + 1)97",0.0340378925543453,0.0382854500793789,0.376573936005207,"BI","log","nN","lpj","BDI"
"log(temp + 1)98",0.28259492755824,0.0620369473690191,0.000172325305532638,"BI","log","mN","orc","BDI"
"log(temp + 1)99",0.265523111198701,0.0600098621387202,0.000235382127643697,"BI","log","nN","orc","BDI"
"log(temp + 1)100",0.00216076299880073,0.00895160070843917,0.810226273687869,"BI","log","mN","car","BDI"
"log(temp + 1)101",0.0103587251743524,0.00960065732886826,0.285682176879175,"BI","log","nN","car","BDI"
"log(temp + 1)102",0.0545071736406748,0.0250119375593228,0.0306420397392164,"BI","log","mN","all","BDI"
"log(temp + 1)103",0.0432122113640061,0.0237326228737503,0.070336553907414,"BI","log","nN","all","BDI"
"temp96",0.00816538642014407,0.0135385539703722,0.548092764729142,"BI","lin","mN","lpj","BDI"
"temp97",0.0119080561410215,0.0138008230066312,0.390735921396916,"BI","lin","nN","lpj","BDI"
"temp98",0.126964082884789,0.0330967883169137,0.000960605480556694,"BI","lin","mN","orc","BDI"
"temp99",0.117874236524253,0.0320856922286393,0.00141357343465359,"BI","lin","nN","orc","BDI"
"temp100",0.000923199452868992,0.00407574806641985,0.821709877098398,"BI","lin","mN","car","BDI"
"temp101",0.00425503291564215,0.00437229379768873,0.335056738020441,"BI","lin","nN","car","BDI"
"temp102",0.0142174820348801,0.0099021954280715,0.152836771787099,"BI","lin","mN","all","BDI"
"temp103",0.0126278359967589,0.00925563846637018,0.174202647392573,"BI","lin","nN","all","BDI"
"I(temp^2)104",-0.0244930299299405,0.00269637999592277,4.90568292945548e-14,"BJ","sq","mN","lpj","BEN"
"I(temp^2)105",-0.0229026290931692,0.00245810738348509,1.6843258389152e-14,"BJ","sq","nN","lpj","BEN"
"I(temp^2)106",-0.0538540864635828,0.00701436508736646,1.58203354972077e-07,"BJ","sq","mN","orc","BEN"
"I(temp^2)107",-0.0632102581918891,0.00855115043291311,2.85479927748613e-07,"BJ","sq","nN","orc","BEN"
"I(temp^2)108",0.000591065141685633,0.00139332631475578,0.673195633667475,"BJ","sq","mN","car","BEN"
"I(temp^2)109",0.000908034290699291,0.00178213464274766,0.612585142852621,"BJ","sq","nN","car","BEN"
"I(temp^2)110",-0.0208086804178933,0.00272565996017833,1.38492214832967e-12,"BJ","sq","mN","all","BEN"
"I(temp^2)111",-0.0189562638997199,0.00286238119793458,4.12932817094953e-10,"BJ","sq","nN","all","BEN"
"log(temp + 1)104",-0.307936192636381,0.0346809707836981,1.25220421352023e-13,"BJ","log","mN","lpj","BEN"
"log(temp + 1)105",-0.288951874740485,0.0323310843706832,9.59267662263316e-14,"BJ","log","nN","lpj","BEN"
"log(temp + 1)106",-0.227356012951065,0.0516528722028232,0.000248706486826724,"BJ","log","mN","orc","BEN"
"log(temp + 1)107",-0.256518332705449,0.0643694398958243,0.000673266574200147,"BJ","log","nN","orc","BEN"
"log(temp + 1)108",0.0112574138389756,0.00904204304326961,0.218819379277397,"BJ","log","mN","car","BEN"
"log(temp + 1)109",0.0168937487045783,0.0113920436022177,0.144243282692828,"BJ","log","nN","car","BEN"
"log(temp + 1)110",-0.224419809868784,0.030580167590824,7.63585582392029e-12,"BJ","log","mN","all","BEN"
"log(temp + 1)111",-0.205684377536043,0.0320466582027532,1.23639633767973e-09,"BJ","log","nN","all","BEN"
"temp104",-0.121282951613022,0.0114173779628616,4.44746244102008e-17,"BJ","lin","mN","lpj","BEN"
"temp105",-0.113346720706541,0.010548153687511,2.55592483981351e-17,"BJ","lin","nN","lpj","BEN"
"temp106",-0.130695378598208,0.0209458568804285,3.44675244284265e-06,"BJ","lin","mN","orc","BEN"
"temp107",-0.150393281211024,0.0263384610116275,1.14512738408129e-05,"BJ","lin","nN","orc","BEN"
"temp108",0.00387872835154645,0.00412044332102698,0.350969518449604,"BJ","lin","mN","car","BEN"
"temp109",0.00608325265368566,0.00522286865004195,0.249546010622084,"BJ","lin","nN","car","BEN"
"temp110",-0.0952871630763958,0.0114201593050257,2.03476644715212e-14,"BJ","lin","mN","all","BEN"
"temp111",-0.0871229840379769,0.0120805847031156,1.57295442463461e-11,"BJ","lin","nN","all","BEN"
"I(temp^2)112",-0.00237407421988234,0.00162165456497423,0.147021842948645,"BO","sq","mN","lpj","BOL"
"I(temp^2)113",-0.0012218824616826,0.00175983572617686,0.489446419682881,"BO","sq","nN","lpj","BOL"
"I(temp^2)114",0.01140270605641,0.00298216287821585,0.000989668661336313,"BO","sq","mN","orc","BOL"
"I(temp^2)115",0.00970073337060169,0.002008331477039,8.95779308468427e-05,"BO","sq","nN","orc","BOL"
"I(temp^2)116",-0.000969646332324306,0.00378444236390216,0.798812386756805,"BO","sq","mN","car","BOL"
"I(temp^2)117",0.00238409287900744,0.00434599716434122,0.585692715152197,"BO","sq","nN","car","BOL"
"I(temp^2)118",-0.00424341384904144,0.00161989945081949,0.00957322938468251,"BO","sq","mN","all","BOL"
"I(temp^2)119",-0.00307653494870367,0.00175407001977257,0.0811812434550816,"BO","sq","nN","all","BOL"
"log(temp + 1)112",-0.0620050394396697,0.0200304877951721,0.00268803165463802,"BO","log","mN","lpj","BOL"
"log(temp + 1)113",-0.0432966768107844,0.0221768813362386,0.0543111098265995,"BO","log","nN","lpj","BOL"
"log(temp + 1)114",0.0619088691175647,0.0152845585719492,0.000575964231481266,"BO","log","mN","orc","BOL"
"log(temp + 1)115",0.0318368642277789,0.0136441778767555,0.0296500633501723,"BO","log","nN","orc","BOL"
"log(temp + 1)116",-0.00316275860455479,0.0244054952261042,0.897398944692449,"BO","log","mN","car","BOL"
"log(temp + 1)117",0.00856768564449582,0.0283238174978314,0.763508469402379,"BO","log","nN","car","BOL"
"log(temp + 1)118",-0.0513693826010113,0.0175502855036728,0.00387473624440094,"BO","log","mN","all","BOL"
"log(temp + 1)119",-0.0431724507327638,0.0188933215650263,0.0235021877816529,"BO","log","nN","all","BOL"
"temp112",-0.0171520555775319,0.00738344221428637,0.0226548487493211,"BO","lin","mN","lpj","BOL"
"temp113",-0.0105413484354978,0.00809461058774126,0.196470939289974,"BO","lin","nN","lpj","BOL"
"temp114",0.0316201931187277,0.00732560570730892,0.000304903614493103,"BO","lin","mN","orc","BOL"
"temp115",0.0203650660414483,0.00611174358413374,0.00316324445329165,"BO","lin","nN","orc","BOL"
"temp116",-0.00233367032593196,0.0111455849415124,0.834985195067202,"BO","lin","mN","car","BOL"
"temp117",0.00558082912024203,0.0128790657780704,0.666605550217633,"BO","lin","nN","car","BOL"
"temp118",-0.01996243459152,0.00684677621445314,0.00401209485828486,"BO","lin","mN","all","BOL"
"temp119",-0.0152172149527318,0.00739675267042507,0.0411340409171403,"BO","lin","nN","all","BOL"
"I(temp^2)120",-0.0033352255671846,0.00115233760249702,0.00486718948134879,"BR","sq","mN","lpj","BRA"
"I(temp^2)121",-0.00418008124343501,0.00225984922885458,0.0679569670448638,"BR","sq","nN","lpj","BRA"
"I(temp^2)122",0.0171331626715533,0.00184865466811256,7.20998264861141e-09,"BR","sq","mN","orc","BRA"
"I(temp^2)123",0.0194321888063058,0.00299878093716391,2.02116325499472e-06,"BR","sq","nN","orc","BRA"
"I(temp^2)124",-0.00015068262312511,0.00142682242098426,0.916308350519634,"BR","sq","mN","car","BRA"
"I(temp^2)125",-0.00176592271403028,0.00185044746264504,0.344422293714262,"BR","sq","nN","car","BRA"
"I(temp^2)126",-0.00433186965284597,0.00106114382978814,6.75739202770925e-05,"BR","sq","mN","all","BRA"
"I(temp^2)127",-0.00367027819513411,0.00159316356725375,0.0224044682851036,"BR","sq","nN","all","BRA"
"log(temp + 1)120",-0.0512064752798818,0.0145739127741824,0.000722415989908279,"BR","log","mN","lpj","BRA"
"log(temp + 1)121",0.00641024913527045,0.0297885153727682,0.830151975436753,"BR","log","nN","lpj","BRA"
"log(temp + 1)122",0.0819352278056706,0.012568337608439,1.8541441795692e-06,"BR","log","mN","orc","BRA"
"log(temp + 1)123",0.095214115044915,0.0176362194973811,2.35225388462972e-05,"BR","log","nN","orc","BRA"
"log(temp + 1)124",-0.00284188302801219,0.00927342307734545,0.760506211677224,"BR","log","mN","car","BRA"
"log(temp + 1)125",-0.0143076883916674,0.0120962592024858,0.24236566708724,"BR","log","nN","car","BRA"
"log(temp + 1)126",-0.0384091618923215,0.011785624374945,0.00134208298000768,"BR","log","mN","all","BRA"
"log(temp + 1)127",0.00541268989007385,0.017249779747925,0.754057349176918,"BR","log","nN","all","BRA"
"temp120",-0.0175509021043744,0.00527920348972586,0.00132589055252223,"BR","lin","mN","lpj","BRA"
"temp121",-0.00933925739505076,0.0106614638269482,0.383598351164073,"BR","lin","nN","lpj","BRA"
"temp122",0.0442650284272901,0.00481394853013739,8.2452319909343e-09,"BR","lin","mN","orc","BRA"
"temp123",0.0509403777138514,0.00757161798089058,1.17480212970007e-06,"BR","lin","nN","orc","BRA"
"temp124",-0.00102766878681262,0.004223147756525,0.808716695178173,"BR","lin","mN","car","BRA"
"temp125",-0.00609767894511109,0.00548799194551195,0.271738413615578,"BR","lin","nN","car","BRA"
"temp126",-0.0171535031517548,0.00454570997075684,0.000219725819212226,"BR","lin","mN","all","BRA"
"temp127",-0.00607293052598793,0.00675867418633292,0.37012602039745,"BR","lin","nN","all","BRA"
"I(temp^2)128",0.0149482402292579,0.00564359805534795,0.00969017526868305,"BW","sq","mN","lpj","BWA"
"I(temp^2)129",0.00605113288243193,0.00452438732679107,0.184774421435932,"BW","sq","nN","lpj","BWA"
"I(temp^2)130",0.000404762717397541,0.00548681232342976,0.941891487328773,"BW","sq","mN","orc","BWA"
"I(temp^2)131",-0.00609600403537542,0.00528977106762353,0.262101504827019,"BW","sq","nN","orc","BWA"
"I(temp^2)132",-0.00480557772387283,0.0110993838709704,0.666870160047508,"BW","sq","mN","car","BWA"
"I(temp^2)133",0.000644367456753608,0.0152527551305191,0.966467579338576,"BW","sq","nN","car","BWA"
"I(temp^2)134",0.0144872589278618,0.00425804801261662,0.000827103749440043,"BW","sq","mN","all","BWA"
"I(temp^2)135",0.00784151561854641,0.00427540766441307,0.0683281556577299,"BW","sq","nN","all","BWA"
"log(temp + 1)128",0.138948556577579,0.0742227378678015,0.0647649707218985,"BW","log","mN","lpj","BWA"
"log(temp + 1)129",0.0772215014190195,0.0587409489346053,0.192305702248965,"BW","log","nN","lpj","BWA"
"log(temp + 1)130",-0.0102178399329536,0.0265673888260837,0.704400423544547,"BW","log","mN","orc","BWA"
"log(temp + 1)131",-0.0675396302813639,0.0241818710504753,0.0108996567899274,"BW","log","nN","orc","BWA"
"log(temp + 1)132",-0.082195432451221,0.0716730083850284,0.256811466606467,"BW","log","mN","car","BWA"
"log(temp + 1)133",-0.079542218495973,0.0987064497413514,0.424073093024362,"BW","log","nN","car","BWA"
"log(temp + 1)134",0.0923769123988399,0.0454954194182306,0.0438142041282228,"BW","log","mN","all","BWA"
"log(temp + 1)135",0.0680144052055871,0.0475258259041012,0.154173594400905,"BW","log","nN","all","BWA"
"temp128",0.0658383557103827,0.0263010876690683,0.0142903215015082,"BW","lin","mN","lpj","BWA"
"temp129",0.0321010938270732,0.0210007242206477,0.130219397118243,"BW","lin","nN","lpj","BWA"
"temp130",-0.00236219460195721,0.013551717501031,0.863291642302382,"BW","lin","mN","orc","BWA"
"temp131",-0.0274851177862479,0.0126943674868868,0.0420405393010482,"BW","lin","nN","orc","BWA"
"temp132",-0.0277017041574762,0.0327559135609419,0.401670110325566,"BW","lin","mN","car","BWA"
"temp133",-0.0196504753518884,0.0450897359437126,0.664815046552719,"BW","lin","nN","car","BWA"
"temp134",0.0525025612853791,0.017888093035241,0.00377996727692628,"BW","lin","mN","all","BWA"
"temp135",0.0340103975152233,0.0183067491037041,0.0648669624033884,"BW","lin","nN","all","BWA"
"I(temp^2)136",-0.000511850356020054,0.00141237284948267,0.717982102767018,"BY","sq","mN","lpj","BLR"
"I(temp^2)137",-0.00130384317767389,0.00151392262516237,0.391620013549329,"BY","sq","nN","lpj","BLR"
"I(temp^2)138",0.0218500276804622,0.00923597839971248,0.0276902909242678,"BY","sq","mN","orc","BLR"
"I(temp^2)139",0.0299495756596636,0.0095644083822003,0.00504464925257875,"BY","sq","nN","orc","BLR"
"I(temp^2)140",-0.0252844263532446,0.00762590191766079,0.00168946429407975,"BY","sq","mN","car","BLR"
"I(temp^2)141",-0.0256037880289365,0.00963575160040889,0.0104950597981265,"BY","sq","nN","car","BLR"
"I(temp^2)142",0.000227198706691438,0.00255983804377757,0.929377446643231,"BY","sq","mN","all","BLR"
"I(temp^2)143",-0.000486735293670907,0.0029581964118191,0.869496564560176,"BY","sq","nN","all","BLR"
"log(temp + 1)136",0.0276571388567822,0.0179703318015472,0.127643603981252,"BY","log","mN","lpj","BLR"
"log(temp + 1)137",0.030907613135741,0.019485912682041,0.116553913805716,"BY","log","nN","lpj","BLR"
"log(temp + 1)138",0.125212989968611,0.0486628637588158,0.0177296425413047,"BY","log","mN","orc","BLR"
"log(temp + 1)139",0.135885921887028,0.0528459467140673,0.0177959705463299,"BY","log","nN","orc","BLR"
"log(temp + 1)140",-0.123617560594293,0.0523612472256685,0.0220928710100213,"BY","log","mN","car","BLR"
"log(temp + 1)141",-0.125490047310811,0.0648414929934806,0.0585031543988937,"BY","log","nN","car","BLR"
"log(temp + 1)142",0.0187119359218099,0.0289971208927591,0.519571037522172,"BY","log","mN","all","BLR"
"log(temp + 1)143",0.0174367635498035,0.0329912370873759,0.597799367055964,"BY","log","nN","all","BLR"
"temp136",0.0039860701617834,0.00654741271005293,0.544339388668546,"BY","lin","mN","lpj","BLR"
"temp137",0.00281256583050836,0.00708812675990636,0.692546079922024,"BY","lin","nN","lpj","BLR"
"temp138",0.0629016304735663,0.0235706246177015,0.0143734344390976,"BY","lin","mN","orc","BLR"
"temp139",0.0748205326791777,0.025107440228489,0.00714034976945727,"BY","lin","nN","orc","BLR"
"temp140",-0.0650185930903317,0.0232831164972206,0.00734501876254445,"BY","lin","mN","car","BLR"
"temp141",-0.0653171869683969,0.0291061783639819,0.0291944544220232,"BY","lin","nN","car","BLR"
"temp142",0.00416184687908521,0.0111000838475324,0.708157750982359,"BY","lin","mN","all","BLR"
"temp143",0.00285471316792354,0.0127293395274824,0.822813204960848,"BY","lin","nN","all","BLR"
"I(temp^2)144",-0.0174583206593318,0.00339355067422903,1.79669638562621e-06,"BZ","sq","mN","lpj","BLZ"
"I(temp^2)145",-0.0212158902322938,0.00432322401737853,4.6181631498947e-06,"BZ","sq","nN","lpj","BLZ"
"I(temp^2)146",-0.00400687974244603,0.0142677232566462,0.781585022993161,"BZ","sq","mN","orc","BLZ"
"I(temp^2)147",0.0084001536921636,0.0151915134996012,0.586136125732234,"BZ","sq","nN","orc","BLZ"
"I(temp^2)148",0.00531865150472242,0.00410420646238867,0.200843386377309,"BZ","sq","mN","car","BLZ"
"I(temp^2)149",0.00608566428509176,0.00486210070048326,0.216406784611547,"BZ","sq","nN","car","BLZ"
"I(temp^2)150",-0.0180347781549313,0.00274437907518395,5.44030427636951e-10,"BZ","sq","mN","all","BLZ"
"I(temp^2)151",-0.0194457444549117,0.00324770295190562,1.16836473488853e-08,"BZ","sq","nN","all","BLZ"
"log(temp + 1)144",-0.150536450894679,0.0484044815099652,0.00257337966267203,"BZ","log","mN","lpj","BLZ"
"log(temp + 1)145",-0.162838647932622,0.0608060804343982,0.00894523273435064,"BZ","log","nN","lpj","BLZ"
"log(temp + 1)146",0.0894200929115867,0.0772413043036055,0.259995891490977,"BZ","log","mN","orc","BLZ"
"log(temp + 1)147",0.139596662167018,0.0734004969897065,0.0709979258414693,"BZ","log","nN","orc","BLZ"
"log(temp + 1)148",0.00404296872622489,0.0271441571519706,0.882184954093674,"BZ","log","mN","car","BLZ"
"log(temp + 1)149",-0.0119338448691106,0.0320852609115716,0.711477291343879,"BZ","log","nN","car","BLZ"
"log(temp + 1)150",-0.102895261276585,0.0339475867757955,0.00280533208265079,"BZ","log","mN","all","BLZ"
"log(temp + 1)151",-0.0899124556549774,0.0382817367925078,0.0199489811514681,"BZ","log","nN","all","BLZ"
"temp144",-0.0706618818974526,0.0165114166152708,5.0429476171976e-05,"BZ","lin","mN","lpj","BLZ"
"temp145",-0.0815870204977611,0.02097169205114,0.000202696695214896,"BZ","lin","nN","lpj","BLZ"
