"","coef","se","pval","country","formula","capital","dgvm","iso3"
"log(temp + 1)530",-0.0535305004463807,0.0514536623689645,0.310001647629188,"KG","log","mN","orc","KGZ"
"log(temp + 1)531",-0.0559211161329082,0.0512402768640317,0.287482235198749,"KG","log","nN","orc","KGZ"
"log(temp + 1)532",0.0163733119285775,0.0111829837445127,0.14929626562705,"KG","log","mN","car","KGZ"
"log(temp + 1)533",0.0146785128719118,0.0115012555822245,0.207647571481648,"KG","log","nN","car","KGZ"
"log(temp + 1)534",-0.0370489341068059,0.022359107347573,0.0993019899525219,"KG","log","mN","all","KGZ"
"log(temp + 1)535",-0.0403600123491057,0.0202194301402281,0.0474649926343465,"KG","log","nN","all","KGZ"
"temp528",-0.0227915391286456,0.0120776855734474,0.0626883300439808,"KG","lin","mN","lpj","KGZ"
"temp529",-0.0262793684694953,0.0101915923071266,0.0117089699061915,"KG","lin","nN","lpj","KGZ"
"temp530",-0.0121903115288383,0.0258893551688139,0.64259360693123,"KG","lin","mN","orc","KGZ"
"temp531",-0.0135403471580273,0.0257901747694213,0.605068817824239,"KG","lin","nN","orc","KGZ"
"temp532",0.0065584492400411,0.00510645837268298,0.20482528171254,"KG","lin","mN","car","KGZ"
"temp533",0.00561800930648908,0.0052340159968875,0.28815998859002,"KG","lin","nN","car","KGZ"
"temp534",-0.0170237150564649,0.00870654223807231,0.0521337277185393,"KG","lin","mN","all","KGZ"
"temp535",-0.0193549309746267,0.0078530174201221,0.0146745729411043,"KG","lin","nN","all","KGZ"
"I(temp^2)536",0.000728675749884985,0.0018830420893912,0.699782863860345,"KH","sq","mN","lpj","KHM"
"I(temp^2)537",0.000504632844661062,0.00184176371896995,0.784777989159801,"KH","sq","nN","lpj","KHM"
"I(temp^2)538",0.0256773231911602,0.00478593437959372,2.54389707091358e-05,"KH","sq","mN","orc","KHM"
"I(temp^2)539",0.0222352655981632,0.00444030360982251,5.88716818194913e-05,"KH","sq","nN","orc","KHM"
"I(temp^2)540",-0.000387056848406879,0.000507031403724296,0.448754756009606,"KH","sq","mN","car","KHM"
"I(temp^2)541",-0.0066427953576233,0.00167379906622252,0.000226779399826599,"KH","sq","nN","car","KHM"
"I(temp^2)542",-0.0029827922961294,0.0017142861370917,0.0836137631238348,"KH","sq","mN","all","KHM"
"I(temp^2)543",-0.00377425327110786,0.00159817018532035,0.019289051752873,"KH","sq","nN","all","KHM"
"log(temp + 1)536",0.0434730950000349,0.0237615959043009,0.0709513456690823,"KH","log","mN","lpj","KHM"
"log(temp + 1)537",0.0431286022000121,0.0235928813941622,0.0711812049303064,"KH","log","nN","lpj","KHM"
"log(temp + 1)538",0.132619139017841,0.0292828768958285,0.000183515870705574,"KH","log","mN","orc","KHM"
"log(temp + 1)539",0.100521700425681,0.0266887556670059,0.00113404439984373,"KH","log","nN","orc","KHM"
"log(temp + 1)540",-0.0022356154087416,0.00330273823761602,0.501529807784872,"KH","log","mN","car","KHM"
"log(temp + 1)541",-0.0294137028418569,0.0118561449305094,0.0164449837447669,"KH","log","nN","car","KHM"
"log(temp + 1)542",0.00974637398026859,0.0194839810372112,0.617541559762707,"KH","log","mN","all","KHM"
"log(temp + 1)543",-0.00507065360594021,0.0179743732446603,0.778194749706526,"KH","log","nN","all","KHM"
"temp536",0.0108821317885007,0.0086520774498907,0.212053005472532,"KH","lin","mN","lpj","KHM"
"temp537",0.0101895644095257,0.00851778055868576,0.235038809925911,"KH","lin","nN","lpj","KHM"
"temp538",0.0692918707470684,0.0127156385270957,2.09129073398189e-05,"KH","lin","mN","orc","KHM"
"temp539",0.0559056005559455,0.0119052373292119,0.000123267480433405,"KH","lin","nN","orc","KHM"
"temp540",-0.00119157287740892,0.00150098877252703,0.430956071839697,"KH","lin","mN","car","KHM"
"temp541",-0.0168180654690624,0.00517844450949588,0.00206011694351915,"KH","lin","nN","car","KHM"
"temp542",-0.00353623758933924,0.00747058027421754,0.636546409973627,"KH","lin","mN","all","KHM"
"temp543",-0.00858715789759498,0.00691360660945778,0.215864629425846,"KH","lin","nN","all","KHM"
"I(temp^2)544",-0.00945959097681393,0.000991520902782752,6.06702645770704e-15,"KR","sq","mN","lpj","KOR"
"I(temp^2)545",-0.0101908681869191,0.00127174605690596,6.57634023283555e-12,"KR","sq","nN","lpj","KOR"
"I(temp^2)546",-0.000660103103298944,0.000595221146126583,0.279967547602849,"KR","sq","mN","orc","KOR"
"I(temp^2)547",-0.000599625909233689,0.000838902888875464,0.482619787498444,"KR","sq","nN","orc","KOR"
"I(temp^2)548",-0.0132887121251463,0.00414757864443365,0.00233824270460557,"KR","sq","mN","car","KOR"
"I(temp^2)549",-0.0114425629619228,0.00413393343735947,0.00784233190639423,"KR","sq","nN","car","KOR"
"I(temp^2)550",-0.0114313938461957,0.00116085980153548,1.68244187500371e-18,"KR","sq","mN","all","KOR"
"I(temp^2)551",-0.0119355025220213,0.00137563978258567,2.66807177628936e-15,"KR","sq","nN","all","KOR"
"log(temp + 1)544",-0.0584082264144831,0.0174934556505805,0.00126719862544611,"KR","log","mN","lpj","KOR"
"log(temp + 1)545",-0.0580936970750669,0.0208230588400849,0.00655522980487642,"KR","log","nN","lpj","KOR"
"log(temp + 1)546",-0.00474863705346255,0.00305272976008838,0.134760721324539,"KR","log","mN","orc","KOR"
"log(temp + 1)547",-0.00309338933850285,0.00444923933995407,0.494513073146336,"KR","log","nN","orc","KOR"
"log(temp + 1)548",-0.0432091317698003,0.0289725907411099,0.142021795038886,"KR","log","mN","car","KOR"
"log(temp + 1)549",-0.0346247106420841,0.0280872638164756,0.223319737933771,"KR","log","nN","car","KOR"
"log(temp + 1)550",-0.0671564689540301,0.0156074504841884,2.79194213683212e-05,"KR","log","mN","all","KOR"
"log(temp + 1)551",-0.0586087846805959,0.0173744652763204,0.000913519241049688,"KR","log","nN","all","KOR"
"temp544",-0.0340211650082886,0.0055493548877876,2.9243990831693e-08,"KR","lin","mN","lpj","KOR"
"temp545",-0.0354683832810055,0.00680929490959753,1.3863198534368e-06,"KR","lin","nN","lpj","KOR"
"temp546",-0.00211873788472024,0.00152022192935711,0.177982563644414,"KR","lin","mN","orc","KOR"
"temp547",-0.00153479405953128,0.00218620885101139,0.490366208099953,"KR","lin","nN","orc","KOR"
"temp548",-0.0306526534152867,0.012754105931238,0.0199199288040873,"KR","lin","mN","car","KOR"
"temp549",-0.0258990860602459,0.0125299450397549,0.0438304022758996,"KR","lin","nN","car","KOR"
"temp550",-0.0393479231705449,0.00553414486449341,2.79522963454148e-11,"KR","lin","mN","all","KOR"
"temp551",-0.0380017352058345,0.00636059854241026,1.24837866865942e-08,"KR","lin","nN","all","KOR"
"I(temp^2)552",-0.0640564043722043,0.0152428919570275,6.68474893994814e-05,"KW","sq","mN","lpj","KWT"
"I(temp^2)553",-0.0641041867338332,0.0167661169683673,0.000255453820372961,"KW","sq","nN","lpj","KWT"
"I(temp^2)554",-0.247942990806456,0.126703350307678,0.0637885563389803,"KW","sq","mN","orc","KWT"
"I(temp^2)555",-0.214408709908889,0.13093747901632,0.11642689696419,"KW","sq","nN","orc","KWT"
"I(temp^2)556",0.000435049162448795,0.0022415994973158,0.846884395062,"KW","sq","mN","car","KWT"
"I(temp^2)557",-0.00405322089142004,0.00566544198871809,0.477606769523238,"KW","sq","nN","car","KWT"
"I(temp^2)558",-0.0730676961946562,0.0148827802379953,2.0726909218568e-06,"KW","sq","mN","all","KWT"
"I(temp^2)559",-0.0672102968626156,0.0142213943833725,4.66935525803971e-06,"KW","sq","nN","all","KWT"
"log(temp + 1)552",-0.642657837600705,0.199420393830006,0.00182316306956965,"KW","log","mN","lpj","KWT"
"log(temp + 1)553",-0.56445417956063,0.227433643373892,0.0151127217295161,"KW","log","nN","lpj","KWT"
"log(temp + 1)554",-0.334278607598292,0.771767951997431,0.669333988251904,"KW","log","mN","orc","KWT"
"log(temp + 1)555",0.0787867870110197,0.720424465311053,0.913953982959059,"KW","log","nN","orc","KWT"
"log(temp + 1)556",0.0303614437833365,0.0138431410648487,0.0328745163700891,"KW","log","mN","car","KWT"
"log(temp + 1)557",-0.00791117261227119,0.0371092864278137,0.832031964299691,"KW","log","nN","car","KWT"
"log(temp + 1)558",-0.447893736936406,0.16791449539629,0.00835757616841698,"KW","log","mN","all","KWT"
"log(temp + 1)559",-0.320119135386245,0.164207213435563,0.0528269896313767,"KW","log","nN","all","KWT"
"temp552",-0.286732903742367,0.0697982947972481,9.39715759703286e-05,"KW","lin","mN","lpj","KWT"
"temp553",-0.275042630159555,0.0789537277557812,0.000796557485375311,"KW","lin","nN","lpj","KWT"
"temp554",-0.402025048727713,0.360267725163916,0.277069037987321,"KW","lin","mN","orc","KWT"
"temp555",-0.216366334872398,0.354450343506625,0.548128493761499,"KW","lin","nN","orc","KWT"
"temp556",0.00886574641282662,0.00648738170615209,0.177741231854014,"KW","lin","mN","car","KWT"
"temp557",-0.00789341197537925,0.0168434469994506,0.641328246749902,"KW","lin","nN","car","KWT"
"temp558",-0.261527365776275,0.0636523400710432,6.08947510014572e-05,"KW","lin","mN","all","KWT"
"temp559",-0.22235413744721,0.0621363400891007,0.00044662429625961,"KW","lin","nN","all","KWT"
"I(temp^2)560",0.00312868329364521,0.00206301424829457,0.133223800662758,"KZ","sq","mN","lpj","KAZ"
"I(temp^2)561",0.00223754019721184,0.00190425885461682,0.243387892809255,"KZ","sq","nN","lpj","KAZ"
"I(temp^2)562",-0.0113252581835399,0.0143453085706751,0.438658148582115,"KZ","sq","mN","orc","KAZ"
"I(temp^2)563",-0.0102964994313767,0.0134447577025035,0.452295672527426,"KZ","sq","nN","orc","KAZ"
"I(temp^2)564",-0.00318648585176753,0.00316581761520387,0.318913192498963,"KZ","sq","mN","car","KAZ"
"I(temp^2)565",-0.00153426515968995,0.00429674701523279,0.722508246691358,"KZ","sq","nN","car","KAZ"
"I(temp^2)566",0.00323235017327601,0.00190104979919196,0.0908413499996348,"KZ","sq","mN","all","KAZ"
"I(temp^2)567",0.00235105794425438,0.00183128204971238,0.200888446555069,"KZ","sq","nN","all","KAZ"
"log(temp + 1)560",0.0226837214186006,0.0269107802338408,0.401723421512564,"KZ","log","mN","lpj","KAZ"
"log(temp + 1)561",0.0134730215099176,0.02476145998818,0.587840497789702,"KZ","log","nN","lpj","KAZ"
"log(temp + 1)562",0.0824495329538704,0.0746340096778682,0.281779003893443,"KZ","log","mN","orc","KAZ"
"log(temp + 1)563",0.0774155934542577,0.0697909570799576,0.279864343403676,"KZ","log","nN","orc","KAZ"
"log(temp + 1)564",0.00252659006046315,0.0208603183777797,0.904072381727486,"KZ","log","mN","car","KAZ"
"log(temp + 1)565",0.0105627919197557,0.0280763806484747,0.70831667872296,"KZ","log","nN","car","KAZ"
"log(temp + 1)566",0.0388390771735685,0.0206273415987466,0.0613647547200888,"KZ","log","mN","all","KAZ"
"log(temp + 1)567",0.0311568385292642,0.0197734212766653,0.116892398099733,"KZ","log","nN","all","KAZ"
"temp560",0.0119895747583538,0.00963275355133293,0.216799666280961,"KZ","lin","mN","lpj","KAZ"
"temp561",0.0079280926065309,0.008882403569124,0.374703866640397,"KZ","lin","nN","lpj","KAZ"
"temp562",0.0117014271438452,0.0377152027351977,0.759423244519695,"KZ","lin","mN","orc","KAZ"
"temp563",0.0114597089767322,0.0352987991579924,0.748658778942152,"KZ","lin","nN","orc","KAZ"
"temp564",-0.00308137045733664,0.00946917706073275,0.74620165177963,"KZ","lin","mN","car","KAZ"
"temp565",0.00137548263040269,0.0127664256966999,0.914622957179289,"KZ","lin","nN","car","KAZ"
"temp566",0.0143388782019801,0.00805385857376792,0.0767399987779169,"KZ","lin","mN","all","KAZ"
"temp567",0.0109304978725548,0.0077345932347827,0.159364156222687,"KZ","lin","nN","all","KAZ"
"I(temp^2)568",-0.00556402943968137,0.00210310583043596,0.00977175480868316,"LA","sq","mN","lpj","LAO"
"I(temp^2)569",-0.00623000067477988,0.0025052528019031,0.0149195607823367,"LA","sq","nN","lpj","LAO"
"I(temp^2)570",0.0248881204744063,0.00329161005948231,2.01041002844323e-07,"LA","sq","mN","orc","LAO"
"I(temp^2)571",0.0206658433453185,0.00313615484271175,1.58864025873867e-06,"LA","sq","nN","orc","LAO"
"I(temp^2)572",0.00552140851054636,0.00158456799498116,0.00102217594832351,"LA","sq","mN","car","LAO"
"I(temp^2)573",0.00624162207240564,0.00201981838402736,0.00323658351418583,"LA","sq","nN","car","LAO"
"I(temp^2)574",-0.00574595838867307,0.00161776340484093,0.00049107554585532,"LA","sq","mN","all","LAO"
"I(temp^2)575",-0.00570252188517833,0.00184070948691056,0.00226829791746063,"LA","sq","nN","all","LAO"
"log(temp + 1)568",-0.0164440265019697,0.0281700605711708,0.560996711502882,"LA","log","mN","lpj","LAO"
"log(temp + 1)569",-0.0117784349017015,0.0335490432528969,0.72642793506209,"LA","log","nN","lpj","LAO"
"log(temp + 1)570",0.0953374977555662,0.0240531367485725,0.000708700244227853,"LA","log","mN","orc","LAO"
"log(temp + 1)571",0.0889623608590488,0.0210180955025181,0.000372506634152159,"LA","log","nN","orc","LAO"
"log(temp + 1)572",0.0378392344899378,0.0103241584392886,0.000589189449318097,"LA","log","mN","car","LAO"
"log(temp + 1)573",0.0352528785488356,0.0133690455814183,0.0110611886486533,"LA","log","nN","car","LAO"
"log(temp + 1)574",-0.00525104591911323,0.0182139837055101,0.773458260236536,"LA","log","mN","all","LAO"
"log(temp + 1)575",0.00445129694475394,0.020512626888743,0.828457527588232,"LA","log","nN","all","LAO"
"temp568",-0.0160854410709687,0.0100046353958509,0.111723110145654,"LA","lin","mN","lpj","LAO"
"temp569",-0.0168465050005799,0.0119290402372207,0.161667233772364,"LA","lin","nN","lpj","LAO"
"temp570",0.0560971787301459,0.0102985566192936,2.10225844525283e-05,"LA","lin","mN","orc","LAO"
"temp571",0.049650966005142,0.00912959292359626,2.14483246899491e-05,"LA","lin","nN","orc","LAO"
"temp572",0.0174502184957541,0.00464380676505649,0.000441915274334306,"LA","lin","mN","car","LAO"
"temp573",0.0176968379075962,0.00599791226720524,0.00478196358437387,"LA","lin","nN","car","LAO"
"temp574",-0.0124244926394068,0.00705021144656221,0.0797568116317132,"LA","lin","mN","all","LAO"
"temp575",-0.0100677166575485,0.00796946242474565,0.208157040598632,"LA","lin","nN","all","LAO"
"I(temp^2)576",-0.00384738818707826,0.00287186268371428,0.184049177858359,"LB","sq","mN","lpj","LBN"
"I(temp^2)577",-0.00543262383170087,0.0031854897317036,0.0919002253376942,"LB","sq","nN","lpj","LBN"
"I(temp^2)578",-0.0121919139358894,0.00452853908650331,0.013642491903065,"LB","sq","mN","orc","LBN"
"I(temp^2)579",-0.00104575676525146,0.00469809237919872,0.826003921013064,"LB","sq","nN","orc","LBN"
"I(temp^2)580",0.014076343712947,0.00627213898245164,0.0291831426740363,"LB","sq","mN","car","LBN"
"I(temp^2)581",0.0243972757769642,0.00654663539579449,0.00048682959043898,"LB","sq","nN","car","LBN"
"I(temp^2)582",0.000427432625372088,0.00259722224626087,0.869468951238852,"LB","sq","mN","all","LBN"
"I(temp^2)583",-0.000990860797773102,0.00305319993179281,0.745920764528351,"LB","sq","nN","all","LBN"
"log(temp + 1)576",0.0104289687484955,0.0372400543106078,0.780146632143042,"LB","log","mN","lpj","LBN"
"log(temp + 1)577",-0.0109005043966955,0.041740910978365,0.794634086472009,"LB","log","nN","lpj","LBN"
"log(temp + 1)578",-0.0113864904681109,0.0275137617027715,0.683182199901176,"LB","log","mN","orc","LBN"
"log(temp + 1)579",0.000325063694801753,0.0247969320112834,0.98966455159995,"LB","log","nN","orc","LBN"
"log(temp + 1)580",0.0386930767747252,0.0426543130444537,0.36860353538702,"LB","log","mN","car","LBN"
"log(temp + 1)581",0.102755962154916,0.0461547097668902,0.0304362400293642,"LB","log","nN","car","LBN"
"log(temp + 1)582",0.0385223680947836,0.0281762120091817,0.173307884191188,"LB","log","mN","all","LBN"
"log(temp + 1)583",0.0385486482991437,0.0329436552762,0.243527192664886,"LB","log","nN","all","LBN"
"temp576",-0.00490934788692614,0.0134312178372712,0.71566618524361,"LB","lin","mN","lpj","LBN"
"temp577",-0.0127216633677213,0.0149780936805036,0.398158759302619,"LB","lin","nN","lpj","LBN"
"temp578",-0.0170095245316871,0.0131009622975834,0.208248233777844,"LB","lin","mN","orc","LBN"
"temp579",-0.00148158664436795,0.0122104549439547,0.904577232039947,"LB","lin","nN","orc","LBN"
"temp580",0.0289959828507951,0.0190940825454365,0.135042372474666,"LB","lin","mN","car","LBN"
"temp581",0.0602896979171736,0.0202400709974913,0.00442280131989758,"LB","lin","nN","car","LBN"
"temp582",0.0114875771441058,0.0109919323581668,0.297413844087481,"LB","lin","mN","all","LBN"
"temp583",0.00922445377348967,0.0128908142858789,0.475196835488461,"LB","lin","nN","all","LBN"
"I(temp^2)584",0.000364151850461322,0.0018195745458799,0.841874242547057,"LK","sq","mN","lpj","LKA"
"I(temp^2)585",0.00360941941531864,0.00227066287449811,0.115775992811957,"LK","sq","nN","lpj","LKA"
"I(temp^2)586",0.00622623403867493,0.00703162554351458,0.385934802415229,"LK","sq","mN","orc","LKA"
"I(temp^2)587",0.00215800930754525,0.00980631325316459,0.827947075664835,"LK","sq","nN","orc","LKA"
"I(temp^2)588",0.0016612978172562,0.00105729312973581,0.122302972694542,"LK","sq","mN","car","LKA"
"I(temp^2)589",0.0043220828989779,0.00198611563535102,0.034200785771947,"LK","sq","nN","car","LKA"
"I(temp^2)590",-0.000669694805909247,0.00149764180475231,0.655304871968698,"LK","sq","mN","all","LKA"
"I(temp^2)591",0.000791758754411555,0.00184753704939558,0.668776042114704,"LK","sq","nN","all","LKA"
"log(temp + 1)584",0.000285755572369445,0.0227472711950685,0.990007598710072,"LK","log","mN","lpj","LKA"
"log(temp + 1)585",0.0523000344644999,0.0292053914130217,0.0770211413510241,"LK","log","nN","lpj","LKA"
"log(temp + 1)586",-0.00829562752635142,0.0377464628914794,0.828170741800127,"LK","log","mN","orc","LKA"
"log(temp + 1)587",0.102590020024386,0.0466653288276574,0.0392674630920712,"LK","log","nN","orc","LKA"
"log(temp + 1)588",2.46988942253724e-05,0.00709434225724711,0.997235759775539,"LK","log","mN","car","LKA"
"log(temp + 1)589",0.0234219875049679,0.0130999535449913,0.0797267698247697,"LK","log","nN","car","LKA"
"log(temp + 1)590",-0.00532504746556172,0.0161066896389858,0.741331641089947,"LK","log","mN","all","LKA"
"log(temp + 1)591",0.0216562347651164,0.0206000251383199,0.29457484736494,"LK","log","nN","all","LKA"
"temp584",0.00153483452476896,0.00834144860230328,0.854466965998266,"LK","lin","mN","lpj","LKA"
"temp585",0.0190630044501446,0.010498746571613,0.0730653644512387,"LK","lin","nN","lpj","LKA"
"temp586",0.00456617973686555,0.0185779349964733,0.808234832426433,"LK","lin","mN","orc","LKA"
"temp587",0.0339818556701884,0.0243934350659017,0.178170117062936,"LK","lin","nN","orc","LKA"
"temp588",0.00205920076590003,0.0032048249330397,0.523406324767777,"LK","lin","mN","car","LKA"
"temp589",0.0117535191974841,0.00591977898649095,0.0524821371754532,"LK","lin","nN","car","LKA"
"temp590",-0.00177861629461215,0.00632331661737131,0.778826819390778,"LK","lin","mN","all","LKA"
"temp591",0.00625257479544943,0.00794533369110744,0.432369940628285,"LK","lin","nN","all","LKA"
"I(temp^2)592",-0.00447092063790032,0.000848728439769829,1.09140257536408e-06,"LR","sq","mN","lpj","LBR"
"I(temp^2)593",-0.00437480704233064,0.000974410564988138,2.3091348995507e-05,"LR","sq","nN","lpj","LBR"
"I(temp^2)594",0.00525810205489553,0.00235698879990748,0.0367258604853754,"LR","sq","mN","orc","LBR"
"I(temp^2)595",0.00555730872993322,0.00251601744711834,0.0384394409591265,"LR","sq","nN","orc","LBR"
"I(temp^2)596",-0.00825969513753947,0.00365451236215903,0.0281121878955317,"LR","sq","mN","car","LBR"
"I(temp^2)597",-0.012553113332328,0.00437847484944846,0.00600945639518427,"LR","sq","nN","car","LBR"
"I(temp^2)598",-0.00505090439765916,0.00107550926569533,5.31450447860316e-06,"LR","sq","mN","all","LBR"
"I(temp^2)599",-0.0047382748859364,0.00115226387599081,6.00682800509248e-05,"LR","sq","nN","all","LBR"
"log(temp + 1)592",-0.0158068837561139,0.0125210485024546,0.21037446410276,"LR","log","mN","lpj","LBR"
"log(temp + 1)593",-0.0135698905538403,0.0139434432744136,0.333311398805524,"LR","log","nN","lpj","LBR"
"log(temp + 1)594",0.047112060955714,0.00928659640269901,5.04423106072293e-05,"LR","log","mN","orc","LBR"
"log(temp + 1)595",0.0490527358961987,0.00986455911302694,6.39419230957846e-05,"LR","log","nN","orc","LBR"
"log(temp + 1)596",-0.0654881566155268,0.0232020190221652,0.0067771493684574,"LR","log","mN","car","LBR"
"log(temp + 1)597",-0.0607791389310115,0.0293780465795437,0.0436457055750984,"LR","log","nN","car","LBR"
"log(temp + 1)598",-0.0254912718528334,0.011834032684631,0.0325950982890582,"LR","log","mN","all","LBR"
"log(temp + 1)599",-0.0226193540187596,0.0131570041761182,0.087338427900863,"LR","log","nN","all","LBR"
"temp592",-0.0139256954944174,0.00428603023293663,0.00167947976275605,"LR","lin","mN","lpj","LBR"
"temp593",-0.0133318070789283,0.00482827622307663,0.00710469572838939,"LR","lin","nN","lpj","LBR"
"temp594",0.0205231145906618,0.00514393953078869,0.000665796068384753,"LR","lin","mN","orc","LBR"
"temp595",0.0215514281882682,0.00546286178933957,0.000740779336763475,"LR","lin","nN","orc","LBR"
"temp596",-0.0287887450266773,0.010606748481097,0.00904123653617515,"LR","lin","mN","car","LBR"
"temp597",-0.0339643539742426,0.0131147533997452,0.0124872817348653,"LR","lin","nN","car","LBR"
"temp598",-0.0161057998130523,0.00459419166703309,0.000577783406169058,"LR","lin","mN","all","LBR"
"temp599",-0.0154426053822864,0.00501651973523835,0.00241504952570903,"LR","lin","nN","all","LBR"
"I(temp^2)600",-0.0122888768253921,0.00369277962553411,0.00131224721726941,"LS","sq","mN","lpj","LSO"
"I(temp^2)601",-0.0306745345819604,0.00374968732133761,3.06472402643138e-12,"LS","sq","nN","lpj","LSO"
"I(temp^2)602",-0.000355888294732757,0.00212817650578186,0.868791392340227,"LS","sq","mN","orc","LSO"
"I(temp^2)603",0.0100665666104958,0.00552217465528547,0.0825829949139933,"LS","sq","nN","orc","LSO"
"I(temp^2)604",-0.00424029475676943,0.00343709715220558,0.222975777790276,"LS","sq","mN","car","LSO"
"I(temp^2)605",-0.00545963741780175,0.00352917557901791,0.128046538658351,"LS","sq","nN","car","LSO"
"I(temp^2)606",-0.0161098608673665,0.00259410116855868,3.7017900668128e-09,"LS","sq","mN","all","LSO"
"I(temp^2)607",-0.0343330693996842,0.00324772449447643,1.55341106012471e-20,"LS","sq","nN","all","LSO"
"log(temp + 1)600",-0.226320651251966,0.0439102949114732,1.72858247558558e-06,"LS","log","mN","lpj","LSO"
"log(temp + 1)601",-0.415826376068766,0.0462539453745415,7.53175800502474e-14,"LS","log","nN","lpj","LSO"
"log(temp + 1)602",0.010248305244393,0.0109955145295802,0.361906363251395,"LS","log","mN","orc","LSO"
"log(temp + 1)603",0.0527400801097955,0.0290705763211823,0.0839600893479327,"LS","log","nN","orc","LSO"
"log(temp + 1)604",-0.0117262169631856,0.0227595267733585,0.608623775441192,"LS","log","mN","car","LSO"
"log(temp + 1)605",-0.0179649990124883,0.0234018987853398,0.44622144225685,"LS","log","nN","car","LSO"
"log(temp + 1)606",-0.184430777307808,0.0280788246834021,5.53530406546275e-10,"LS","log","mN","all","LSO"
"log(temp + 1)607",-0.30424564634568,0.0384115961414367,2.57240613192912e-13,"LS","log","nN","all","LSO"
"temp600",-0.0732101294533997,0.0163189014763346,2.33957301188701e-05,"LS","lin","mN","lpj","LSO"
"temp601",-0.155856080576713,0.0159505044877515,2.11612311266486e-15,"LS","lin","nN","lpj","LSO"
"temp602",0.00288617827876308,0.00549200495964115,0.604724580985379,"LS","lin","mN","orc","LSO"
"temp603",0.0274297893901847,0.0142067130308887,0.0671250997931622,"LS","lin","nN","orc","LSO"
"temp604",-0.00846764969016828,0.0102884883823766,0.414327500677139,"LS","lin","mN","car","LSO"
"temp605",-0.0116608665235901,0.0105734276865263,0.275270899369373,"LS","lin","nN","car","LSO"
"temp606",-0.0744859861139992,0.0108040192398916,9.32178169627764e-11,"LS","lin","mN","all","LSO"
"temp607",-0.139763421738461,0.0139890806496114,6.68964234722451e-19,"LS","lin","nN","all","LSO"
"I(temp^2)608",0.00192171448207722,0.00173013703451527,0.269931114549274,"LT","sq","mN","lpj","LTU"
"I(temp^2)609",0.00125889458522876,0.00196398263757852,0.523316185583152,"LT","sq","nN","lpj","LTU"
"I(temp^2)610",0.0101078600019749,0.00412632710235433,0.0231592471905884,"LT","sq","mN","orc","LTU"
"I(temp^2)611",0.0106149009674393,0.00421040911765237,0.0198506001163363,"LT","sq","nN","orc","LTU"
"I(temp^2)612",-0.0353715556631645,0.0076832211190757,2.78893777824779e-05,"LT","sq","mN","car","LTU"
"I(temp^2)613",-0.0410678696920888,0.0086848405216698,1.82267635115771e-05,"LT","sq","nN","car","LTU"
"I(temp^2)614",0.00358253183482864,0.00250067904959512,0.153739208784483,"LT","sq","mN","all","LTU"
"I(temp^2)615",0.00277645731558488,0.00341774244609156,0.417679162722425,"LT","sq","nN","all","LTU"
"log(temp + 1)608",0.0863612918994762,0.0204794317411366,6.33918957349367e-05,"LT","log","mN","lpj","LTU"
"log(temp + 1)609",0.0968426997692349,0.0230932276982338,6.90236551097713e-05,"LT","log","nN","lpj","LTU"
"log(temp + 1)610",0.06171311815355,0.0212076026866833,0.00837372985022989,"LT","log","mN","orc","LTU"
"log(temp + 1)611",0.0601295735469734,0.0215806749625989,0.0110648577990273,"LT","log","nN","orc","LTU"
"log(temp + 1)612",-0.160129516701562,0.0553510023500172,0.00559930041454803,"LT","log","mN","car","LTU"
"log(temp + 1)613",-0.19448462776347,0.0624487403699401,0.00302263717812964,"LT","log","nN","car","LTU"
"log(temp + 1)614",0.0790186836771271,0.0292268997895245,0.00753140484345864,"LT","log","mN","all","LTU"
"log(temp + 1)615",0.0612219885541766,0.037649637059304,0.105718064266621,"LT","log","nN","all","LTU"
"temp608",0.0219519486740082,0.00773872464262567,0.00574218097768133,"LT","lin","mN","lpj","LTU"
"temp609",0.0222766802759244,0.00880184639429831,0.013287883136375,"LT","lin","nN","lpj","LTU"
"temp610",0.0302049152653193,0.0103558307757104,0.00824646593204006,"LT","lin","mN","orc","LTU"
"temp611",0.0303869143186407,0.0105474497355623,0.00894150435770115,"LT","lin","nN","orc","LTU"
"temp612",-0.0900591593973371,0.0239959091551692,0.000448357830571482,"LT","lin","mN","car","LTU"
"temp613",-0.106819088535701,0.0270672464119954,0.000243503852957321,"LT","lin","nN","car","LTU"
"temp614",0.0244732028837421,0.0110204072343901,0.0276463140866644,"LT","lin","mN","all","LTU"
"temp615",0.0188536097456056,0.0145869944738817,0.197880257843668,"LT","lin","nN","all","LTU"
"I(temp^2)616",-0.0207245775453816,0.00268847373931427,2.63073660992451e-11,"LU","sq","mN","lpj","LUX"
"I(temp^2)617",-0.0183198480078056,0.00295695630258674,2.21047191570807e-08,"LU","sq","nN","lpj","LUX"
"I(temp^2)618",-0.0028625257565649,0.00119343330922664,0.0258273573334714,"LU","sq","mN","orc","LUX"
"I(temp^2)619",-0.0027468141349798,0.00111279514247542,0.0222433065458256,"LU","sq","nN","orc","LUX"
"I(temp^2)620",-0.0262888983266792,0.0151640026802861,0.0890245744433102,"LU","sq","mN","car","LUX"
"I(temp^2)621",-0.0293534309561333,0.0159456748999177,0.0714658574114908,"LU","sq","nN","car","LUX"
"I(temp^2)622",-0.024407847849698,0.0043808288593598,9.32722725934008e-08,"LU","sq","mN","all","LUX"
